id,name,city,country,icao,tz,latitude,longitude
4265,Martha's Vineyard Airport,Vineyard Haven MA,USA,KMVY,America/New_York,41.39310074,-70.61430359
4268,Concord Municipal Airport,Concord NH,USA,KCON,America/New_York,43.20270157,-71.50229645
4270,Groton New London Airport,Groton CT,USA,KGON,America/New_York,41.33010101,-72.04509735
4271,St Cloud Regional Airport,Saint Cloud,USA,KSTC,America/Chicago,45.54660034,-94.05989838
4273,Golden Triangle Regional Airport,Columbus Mississippi,USA,KGTR,America/Chicago,33.45029831,-88.59140015
4275,Bowerman Airport,Hoquiam,USA,KHQM,America/Los_Angeles,46.97119904,-123.9369965
4276,Erie International Tom Ridge Field,Erie,USA,KERI,America/New_York,42.08312701,-80.17386675
4278,Barnstable Municipal Boardman Polando Field,Barnstable,USA,KHYA,America/New_York,41.66930008,-70.28040314
4280,Sedona Airport,Sedona,USA,KSEZ,America/Phoenix,34.84859848,-111.788002
4284,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,USA,KMGW,America/New_York,39.64289856,-79.91629791
4285,Yeager Airport,Charleston,USA,KCRW,America/New_York,38.37310028,-81.59320068
4286,Wilkes Barre Scranton International Airport,Scranton,USA,KAVP,America/New_York,41.33850098,-75.7233963
4287,Bemidji Regional Airport,Bemidji,USA,KBJI,America/Chicago,47.50939941,-94.93370056
4292,Hector International Airport,Fargo,USA,KFAR,America/Chicago,46.92070007,-96.81580353
4293,Charles B. Wheeler Downtown Airport,Kansas City,USA,KMKC,America/Chicago,39.12319946,-94.59279633
4296,Gillette Campbell County Airport,Gillette,USA,KGCC,America/Denver,44.34889984,-105.5390015
4318,University Park Airport,State College Pennsylvania,USA,KUNV,America/New_York,40.84930038,-77.84870148
4335,Key Field,Meridian,USA,KMEI,America/Chicago,32.33259964,-88.75189972
4336,Abraham Lincoln Capital Airport,Springfield,USA,KSPI,America/Chicago,39.84410095,-89.67790222
4338,Cortez Municipal Airport,Cortez,USA,KCEZ,America/Denver,37.3030014,-108.6279984
4339,Yampa Valley Airport,Hayden,USA,KHDN,America/Denver,40.48120117,-107.2180023
4340,Gallup Municipal Airport,Gallup,USA,KGUP,America/Denver,35.51110077,-108.7890015
4341,Liberal Mid-America Regional Airport,Liberal,USA,KLBL,America/Chicago,37.0442009,-100.9599991
4342,Lamar Municipal Airport,Lamar,USA,KLAA,America/Denver,38.06969833,-102.6880035
4343,Renner Field-Goodland Municipal Airport,Goodland,USA,KGLD,America/Denver,39.37060165,-101.6989975
4344,Yellowstone Regional Airport,Cody,USA,KCOD,America/Denver,44.52019882,-109.0240021
4348,Springfield Branson National Airport,Springfield,USA,KSGF,America/Chicago,37.24570084,-93.38860321
4354,Joplin Regional Airport,Joplin,USA,KJLN,America/Chicago,37.15179825,-94.49829865
4355,Lehigh Valley International Airport,Allentown,USA,KABE,America/New_York,40.65209961,-75.44080353
4356,Northwest Arkansas Regional Airport,Bentonville,USA,KXNA,America/Chicago,36.281898,-94.306801
4359,South Bend Regional Airport,South Bend,USA,KSBN,America/New_York,41.70869827,-86.31729889
4383,Smith Field,Fort Wayne IN,USA,KSMD,America/New_York,41.14339828,-85.15280151
4384,Arcata Airport,Arcata CA,USA,KACV,America/Los_Angeles,40.97809982,-124.1090012
4386,Albert J Ellis Airport,Jacksonville NC,USA,KOAJ,America/New_York,34.82920074,-77.61209869
4387,Tuscaloosa Regional Airport,Tuscaloosa AL,USA,KTCL,America/Chicago,33.22060013,-87.61139679
4388,Dubuque Regional Airport,Dubuque IA,USA,KDBQ,America/Chicago,42.40200043,-90.70950317
5714,Aberdeen Regional Airport,Aberdeen,USA,KABR,America/Chicago,45.44910049,-98.42179871
5715,Southwest Georgia Regional Airport,Albany,USA,KABY,America/New_York,31.53549957,-84.19450378
5716,Athens Ben Epps Airport,Athens,USA,KAHN,America/New_York,33.94860077,-83.32630157
5717,Alamogordo White Sands Regional Airport,Alamogordo,USA,KALM,America/Denver,32.83990097,-105.9909973
5718,Waterloo Regional Airport,Waterloo,USA,KALO,America/Chicago,42.55709839,-92.40029907
5719,Walla Walla Regional Airport,Walla Walla,USA,KALW,America/Los_Angeles,46.09489822,-118.288002
5720,Alpena County Regional Airport,Alpena,USA,KAPN,America/New_York,45.0780983,-83.56030273
5721,Watertown Regional Airport,Watertown,USA,KATY,America/Chicago,44.91400146,-97.15470123
5722,Bradford Regional Airport,Bradford,USA,KBFD,America/New_York,41.80310059,-78.64009857
5723,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,USA,KBFF,America/Denver,41.87400055,-103.5960007
5724,Raleigh County Memorial Airport,Beckley,USA,KBKW,America/New_York,37.78730011,-81.12419891
5725,Brunswick Golden Isles Airport,Brunswick,USA,KBQK,America/New_York,31.25880051,-81.46649933
5726,Southeast Iowa Regional Airport,Burlington,USA,KBRL,America/Chicago,40.78319931,-91.12550354
5727,Jack Mc Namara Field Airport,Crescent City,USA,KCEC,America/Los_Angeles,41.78020096,-124.2369995
5728,Cape Girardeau Regional Airport,Cape Girardeau,USA,KCGI,America/Chicago,37.22529984,-89.57080078
5729,Chippewa County International Airport,Sault Ste Marie,USA,KCIU,America/New_York,46.25080109,-84.47239685
5730,North Central West Virginia Airport,Clarksburg,USA,KCKB,America/New_York,39.29660034,-80.22810364
5731,William R Fairchild International Airport,Port Angeles,USA,KCLM,America/Los_Angeles,48.12020111,-123.5
5732,Houghton County Memorial Airport,Hancock,USA,KCMX,America/New_York,47.16839981,-88.4890976
5733,Dodge City Regional Airport,Dodge City,USA,KDDC,America/Chicago,37.76340103,-99.96559906
5734,DuBois Regional Airport,Du Bois,USA,KDUJ,America/New_York,41.17829895,-78.8986969
5735,Chippewa Valley Regional Airport,Eau Claire,USA,KEAU,America/Chicago,44.86579895,-91.48429871
5736,Elko Regional Airport,Elko,USA,KEKO,America/Los_Angeles,40.82490158,-115.7919998
5737,New Bedford Regional Airport,New Bedford,USA,KEWB,America/New_York,41.67610168,-70.95690155
5738,Fayetteville Regional Grannis Field,Fayetteville,USA,KFAY,America/New_York,34.99119949,-78.88030243
5739,Wokal Field Glasgow International Airport,Glasgow,USA,KGGW,America/Denver,48.21250153,-106.6149979
5740,Central Nebraska Regional Airport,Grand Island,USA,KGRI,America/Chicago,40.96749878,-98.30960083
5741,Memorial Field,Hot Springs,USA,KHOT,America/Chicago,34.47800064,-93.09619904
5742,Tri-State/Milton J. Ferguson Field,Huntington,USA,KHTS,America/New_York,38.36669922,-82.55799866
5744,Kirksville Regional Airport,Kirksville,USA,KIRK,America/Chicago,40.09349823,-92.54489899
5745,Jamestown Regional Airport,Jamestown,USA,KJMS,America/Chicago,46.92969894,-98.67819977
5746,Laramie Regional Airport,Laramie,USA,KLAR,America/Denver,41.31209946,-105.6750031
5747,Arnold Palmer Regional Airport,Latrobe,USA,KLBE,America/New_York,40.27590179,-79.40480042
5748,North Platte Regional Airport Lee Bird Field,North Platte,USA,KLBF,America/Chicago,41.12620163,-100.6839981
5749,Lebanon Municipal Airport,Lebanon,USA,KLEB,America/New_York,43.62609863,-72.30419922
5750,Klamath Falls Airport,Klamath Falls,USA,KLMT,America/Los_Angeles,42.15610123,-121.7330017
5751,Lancaster Airport,Lancaster,USA,KLNS,America/New_York,40.12170029,-76.2960968
5752,Lewistown Municipal Airport,Lewistown,USA,KLWT,America/Denver,47.04930115,-109.4670029
5753,Lynchburg Regional Preston Glenn Field,Lynchburg,USA,KLYH,America/New_York,37.3266983,-79.20040131
5754,Muskegon County Airport,Muskegon,USA,KMKG,America/New_York,43.16949844,-86.23819733
5755,Frank Wiley Field,Miles City,USA,KMLS,America/Denver,46.4280014,-105.8860016
5756,Northwest Alabama Regional Airport,Muscle Shoals,USA,KMSL,America/Chicago,34.74530029,-87.61019897
5757,Southwest Oregon Regional Airport,North Bend,USA,KOTH,America/Los_Angeles,43.417099,-124.2460022
5758,Owensboro Daviess County Airport,Owensboro,USA,KOWB,America/Chicago,37.74010086,-87.16680145
5759,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,USA,KPIB,America/Chicago,31.46710014,-89.33709717
5760,Pocatello Regional Airport,Pocatello,USA,KPIH,America/Denver,42.90980148,-112.5960007
5761,Pierre Regional Airport,Pierre,USA,KPIR,America/Chicago,44.38270187,-100.2860031
5762,Pellston Regional Airport of Emmet County Airport,Pellston,USA,KPLN,America/New_York,45.57089996,-84.79669952
5763,Portsmouth International at Pease Airport,Portsmouth,USA,KPSM,America/New_York,43.07789993,-70.82330322
5764,Reading Regional Carl A Spaatz Field,Reading,USA,KRDG,America/New_York,40.37850189,-75.96520233
5765,Rhinelander Oneida County Airport,Rhinelander,USA,KRHI,America/Chicago,45.63119888,-89.46749878
5766,Rock Springs Sweetwater County Airport,Rock Springs,USA,KRKS,America/Denver,41.59420013,-109.0650024
5767,Rutland - Southern Vermont Regional Airport,Rutland,USA,KRUT,America/New_York,43.52939987,-72.94960022
5768,San Luis County Regional Airport,San Luis Obispo,USA,KSBP,America/Los_Angeles,35.23680115,-120.6419983
5769,Sheridan County Airport,Sheridan,USA,KSHR,America/Denver,44.76919937,-106.9800034
5770,Adirondack Regional Airport,Saranac Lake,USA,KSLK,America/New_York,44.38529968,-74.20619965
5771,Salina Municipal Airport,Salina,USA,KSLN,America/Chicago,38.79100037,-97.65219879
5772,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,USA,KSMX,America/Los_Angeles,34.89889908,-120.4570007
5773,Tupelo Regional Airport,Tupelo,USA,KTUP,America/Chicago,34.26810074,-88.76989746
5774,Quincy Regional Baldwin Field,Quincy,USA,KUIN,America/Chicago,39.94269943,-91.19460297
5775,Victoria Regional Airport,Victoria,USA,KVCT,America/Chicago,28.8526001,-96.91850281
5776,Valdosta Regional Airport,Valdosta,USA,KVLD,America/New_York,30.78249931,-83.27670288
5777,Worland Municipal Airport,Worland,USA,KWRL,America/Denver,43.96569824,-107.9509964
5779,Yakima Air Terminal McAllister Field,Yakima,USA,KYKM,America/Los_Angeles,46.56819916,-120.5439987
5959,Adak Airport,Adak Island,USA,PADK,America/Adak,51.87799835,-176.6459961
5960,Gustavus Airport,Gustavus,USA,PAGS,America/Anchorage,58.4253006,-135.7070007
5961,Skagway Airport,Skagway,USA,PAGY,America/Anchorage,59.46009827,-135.3159943
5962,Holy Cross Airport,Holy Cross,USA,PAHC,America/Anchorage,62.18830109,-159.7749939
5963,Haines Airport,Haines,USA,PAHN,America/Anchorage,59.24380112,-135.5240021
5964,Kalskag Airport,Kalskag,USA,PALG,America/Anchorage,61.53630066,-160.3410034
5965,McGrath Airport,Mcgrath,USA,PAMC,America/Anchorage,62.95289993,-155.6060028
5966,Mountain Village Airport,Mountain Village,USA,PAMO,America/Anchorage,62.09540176,-163.6820068
5967,Aniak Airport,Aniak,USA,PANI,America/Anchorage,61.58160019,-159.5429993
5968,Chevak Airport,Chevak,USA,PAVA,America/Anchorage,61.5409,-165.6005
5969,Wrangell Airport,Wrangell,USA,PAWG,America/Anchorage,56.48429871,-132.3699951
5989,Kalaupapa Airport,Molokai,USA,PHLU,Pacific/Honolulu,21.21100044,-156.973999
6126,Aleknagik / New Airport,Aleknagik,USA,5A8,America/Anchorage,59.2826004,-158.6179962
6128,Mercer County Airport,Bluefield,USA,KBLF,America/New_York,37.29579926,-81.20770264
6130,Mid Delta Regional Airport,Greenville,USA,KGLH,America/Chicago,33.48289871,-90.98560333
6133,Tri Cities Airport,Pasco,USA,KPSC,America/Los_Angeles,46.26470184,-119.1190033
6134,Akutan Seaplane Base,Akutan,USA,KQA,America/Anchorage,54.13377044,-165.7788956
6136,Lopez Island Airport,Lopez,USA,S31,America/Los_Angeles,48.48389816,-122.9380035
6415,Waikoloa Heliport,Waikoloa Village,USA,HI07,Pacific/Honolulu,19.9205,-155.8607
6426,Worcester Regional Airport,Worcester,USA,KORH,America/New_York,42.26729965,-71.8757019
6445,Bremerton National Airport,Bremerton,USA,KPWT,America/Los_Angeles,47.49020004,-122.7649994
6446,Spencer Municipal Airport,Spencer,USA,KSPW,America/Chicago,43.16550064,-95.20279694
6447,Jefferson City Memorial Airport,Jefferson City,USA,KJEF,America/Chicago,38.59120178,-92.15609741
6456,Provincetown Municipal Airport,Provincetown,USA,KPVC,America/New_York,42.07189941,-70.2213974
6481,Fullerton Municipal Airport,Fullerton,USA,KFUL,America/Los_Angeles,33.87200165,-117.9800034
6482,Concord Regional Airport,Concord,USA,KJQF,America/New_York,35.387798,-80.709099
6494,Friedman Memorial Airport,Hailey,USA,KSUN,America/Denver,43.50439835,-114.2959976
6500,Mason City Municipal Airport,Mason City,USA,KMCW,America/Chicago,43.15779877,-93.33129883
6505,Phoenix-Mesa-Gateway Airport,Mesa,USA,KIWA,America/Phoenix,33.30780029,-111.6549988
6712,Anaktuvuk Pass Airport,Anaktuvuk Pass,USA,PAKP,America/Anchorage,68.13359833,-151.7429962
6713,Anvik Airport,Anvik,USA,PANV,America/Anchorage,62.646702,-160.190994
6714,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,USA,PATQ,America/Anchorage,70.46730042,-157.4360046
6715,Gambell Airport,Gambell,USA,PAGM,America/Anchorage,63.76679993,-171.7330017
6716,Hooper Bay Airport,Hooper Bay,USA,PAHP,America/Anchorage,61.52389908,-166.1470032
6717,Kaltag Airport,Kaltag,USA,PAKV,America/Anchorage,64.31909943,-158.7409973
6718,St Mary's Airport,St Mary's,USA,PASM,America/Anchorage,62.0605011,-163.302002
6719,Kivalina Airport,Kivalina,USA,PAVL,America/Anchorage,67.73619843,-164.5630035
6720,Mekoryuk Airport,Mekoryuk,USA,PAMY,America/Anchorage,60.37139893,-166.2709961
6722,Ruby Airport,Ruby,USA,PARY,America/Anchorage,64.72720337,-155.4700012
6723,Shishmaref Airport,Shishmaref,USA,PASH,America/Anchorage,66.249604,-166.089112
6724,Savoonga Airport,Savoonga,USA,PASA,America/Anchorage,63.68640137,-170.4929962
6725,Noatak Airport,Noatak,USA,PAWN,America/Anchorage,67.56610107,-162.9750061
6729,Arctic Village Airport,Arctic Village,USA,PARC,America/Anchorage,68.1147,-145.578995
6739,Hagerstown Regional Richard A Henson Field,Hagerstown,USA,KHGR,America/New_York,39.707901,-77.72949982
6742,Sand Point Airport,Sand Point,USA,PASD,America/Anchorage,55.31499863,-160.522995
6755,Deering Airport,Deering,USA,PADE,America/Anchorage,66.06960297,-162.7660065
6763,Igiugig Airport,Igiugig,USA,PAIG,America/Anchorage,59.32400131,-155.9019928
6764,New Stuyahok Airport,New Stuyahok,USA,PANW,America/Anchorage,59.44990158,-157.3280029
6765,King Cove Airport,King Cove,USA,PAVC,America/Anchorage,55.11629868,-162.2660065
6766,Port Heiden Airport,Port Heiden,USA,PAPH,America/Anchorage,56.95909882,-158.6329956
6767,Togiak Airport,Togiak Village,USA,PATG,America/Anchorage,59.05279922,-160.3970032
6800,Delta County Airport,Escanaba,USA,KESC,America/New_York,45.72269821,-87.09369659
6803,Yakutat Airport,Yakutat,USA,PAYA,America/Anchorage,59.50329971,-139.6600037
6825,Williamson County Regional Airport,Marion,USA,KMWA,America/Chicago,37.75500107,-89.01110077
6837,Ford Airport,Iron Mountain,USA,KIMT,America/Chicago,45.81840134,-88.11450195
6838,Marquette Airport,Marquette,USA,KMQT,America/New_York,46.53390121,-87.56140137
6839,Allakaket Airport,Allakaket,USA,PFAL,America/Anchorage,66.55180359,-152.621994
6844,Michigan City Municipal Airport,Michigan City,USA,KMGC,America/Chicago,41.70330048,-86.82119751
6845,Seward Airport,Seward,USA,PAWD,America/Anchorage,60.12689972,-149.4190063
6849,Grand Marais Cook County Airport,Grand Marais,USA,KCKC,America/Chicago,47.8382988,-90.38289642
6853,Wausau Downtown Airport,Wausau,USA,KAUW,America/Chicago,44.92620087,-89.62660217
6871,Delaware County Johnson Field,Muncie,USA,KMIE,America/New_York,40.24229813,-85.39589691
6873,Purdue University Airport,Lafayette,USA,KLAF,America/New_York,40.41230011,-86.93689728
6876,Brown County Airport,Georgetown,USA,KGEO,America/New_York,38.88190079,-83.88269806
6877,North Las Vegas Airport,Las Vegas,USA,KVGT,America/Los_Angeles,36.21070099,-115.1940002
6878,Kenosha Regional Airport,Kenosha,USA,KENW,America/Chicago,42.59569931,-87.92780304
6880,Montrose Regional Airport,Montrose CO,USA,KMTJ,America/Denver,38.50979996,-107.8939972
6881,Riverton Regional Airport,Riverton WY,USA,KRIW,America/Denver,43.06420136,-108.4599991
6883,Eastern Oregon Regional At Pendleton Airport,Pendleton,USA,KPDT,America/Los_Angeles,45.69509888,-118.8410034
6909,Wittman Regional Airport,Oshkosh,USA,KOSH,America/Chicago,43.9844017,-88.55699921
6916,Pangborn Memorial Airport,Wenatchee,USA,KEAT,America/Los_Angeles,47.39889908,-120.2070007
6948,NAS Fort Worth JRB/Carswell Field,Dallas,USA,KNFW,America/Chicago,32.76919937,-97.4414978
6956,Gary Chicago International Airport,Gary,USA,KGYY,America/Chicago,41.61629868,-87.41280365
6957,Brainerd Lakes Regional Airport,Brainerd,USA,KBRD,America/Chicago,46.39830017,-94.13809967
6958,Greenbrier Valley Airport,Lewisburg,USA,KLWB,America/New_York,37.85829926,-80.39949799
6959,Pitt Greenville Airport,Greenville,USA,KPGV,America/New_York,35.6352005,-77.38529968
6960,Chefornak Airport,Chefornak,USA,PACK,America/Anchorage,60.14920044,-164.2859955
6961,Oxnard Airport,Oxnard,USA,KOXR,America/Los_Angeles,34.20080185,-119.2070007
6968,Schenectady County Airport,Scotia NY,USA,KSCH,America/New_York,42.85250092,-73.92890167
6989,Northeast Florida Regional Airport,St. Augustine Airport,USA,KSGJ,America/New_York,29.95919991,-81.33979797
6992,Charles M. Schulz Sonoma County Airport,Santa Rosa,USA,KSTS,America/Los_Angeles,38.50899887,-122.8130035
6993,Kissimmee Gateway Airport,Kissimmee,USA,KISM,America/New_York,28.28980064,-81.43710327
6994,Lake City Gateway Airport,Lake City,USA,KLCQ,America/New_York,30.18199921,-82.57689667
6995,Deland Municipal Sidney H Taylor Field,DeLand,USA,KDED,America/New_York,29.06699944,-81.28379822
6996,Haller Airpark,Green Cove Springs,USA,7FL4,America/New_York,29.904057,-81.68515
6998,Logan-Cache Airport,Logan,USA,KLGU,America/Denver,41.79119873,-111.8519974
6999,Brigham City Airport,Brigham City,USA,KBMC,America/Denver,41.55239868,-112.0619965
7000,Malad City Airport,Malad City,USA,KMLD,America/Denver,42.16659927,-112.2969971
7001,Aspen-Pitkin Co/Sardy Field,Aspen,USA,KASE,America/Denver,39.22320175,-106.8690033
7009,Kerrville Municipal Louis Schreiner Field,Kerrville,USA,KERV,America/Chicago,29.97669983,-99.08570099
7011,Sussex County Airport,Georgetown,USA,KGED,America/New_York,38.68920135,-75.35890198
7013,Great Bend Municipal Airport,Great Bend,USA,KGBD,America/Chicago,38.34429932,-98.85919952
7014,Hays Regional Airport,Hays,USA,KHYS,America/Chicago,38.84220123,-99.27320099
7015,Spirit of St Louis Airport,Null,USA,KSUS,America/Chicago,38.66210175,-90.65200043
7016,Ely Municipal Airport,Ely,USA,KELO,America/Chicago,47.82450104,-91.83070374
7017,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,USA,KGPZ,America/Chicago,47.21110153,-93.50980377
7018,Thief River Falls Regional Airport,Thief River Falls,USA,KTVF,America/Chicago,48.06570053,-96.18499756
7019,Eagle River Union Airport,Eagle River,USA,KEGV,America/Chicago,45.93230057,-89.26830292
7020,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,USA,KARV,America/Chicago,45.92789841,-89.73090363
7021,Ankeny Regional Airport,Ankeny,USA,KIKV,America/Chicago,41.69139862,-93.56639862
7023,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,USA,KNGP,America/Chicago,27.69260025,-97.29109955
7025,Catalina Airport,Catalina Island,USA,KAVX,America/Los_Angeles,33.4049,-118.416
7026,Mojave Airport,Mojave,USA,KMHV,America/Los_Angeles,35.05939865,-118.1520004
7035,Hutchinson Municipal Airport,Hutchinson,USA,KHUT,America/Chicago,38.06549835,-97.86060333
7042,Rosecrans Memorial Airport,Rosecrans,USA,KSTJ,America/Chicago,39.77190018,-94.90969849
7048,Volk Field,Camp Douglas,USA,KVOK,America/Chicago,43.93899918,-90.25340271
7051,Gunnison Crested Butte Regional Airport,Gunnison,USA,KGUC,America/Denver,38.53390121,-106.9329987
7053,Zamperini Field,Torrance,USA,KTOA,America/Los_Angeles,33.80339813,-118.3399963
7054,Manistee Co Blacker Airport,Manistee,USA,KMBL,America/New_York,44.2723999,-86.24690247
7056,Charlotte County Airport,Punta Gorda,USA,KPGD,America/New_York,26.92020035,-81.9905014
7058,Northern Aroostook Regional Airport,Frenchville,USA,KFVE,America/New_York,47.28549957,-68.31279755
7059,Chautauqua County-Jamestown Airport,Jamestown,USA,KJHW,America/New_York,42.15340042,-79.25800323
7061,Lake Cumberland Regional Airport,Somerset,USA,KSME,America/New_York,37.05339813,-84.61589813
7062,Shenandoah Valley Regional Airport,Weyers Cave,USA,KSHD,America/New_York,38.26380157,-78.89640045
7063,Devils Lake Regional Airport,Devils Lake,USA,KDVL,America/Chicago,48.11420059,-98.90879822
7064,Dickinson Theodore Roosevelt Regional Airport,Dickinson,USA,KDIK,America/Denver,46.79740143,-102.802002
7065,Sidney Richland Municipal Airport,Sidney,USA,KSDY,America/Denver,47.70690155,-104.1930008
7066,Chadron Municipal Airport,Chadron,USA,KCDR,America/Denver,42.83760071,-103.0950012
7067,Alliance Municipal Airport,Alliance,USA,KAIA,America/Denver,42.05319977,-102.8040009
7068,Mc Cook Ben Nelson Regional Airport,McCook,USA,KMCK,America/Chicago,40.20629883,-100.5920029
7069,The Florida Keys Marathon Airport,Marathon,USA,KMTH,America/New_York,24.72610092,-81.05139923
7070,Dawson Community Airport,Glendive,USA,KGDV,America/Denver,47.13869858,-104.8069992
7071,L M Clayton Airport,Wolf Point,USA,KOLF,America/Denver,48.0945015,-105.5749969
7072,Yellowstone Airport,West Yellowstone,USA,KWYS,America/Denver,44.68840027,-111.1179962
7073,San Luis Valley Regional Bergman Field,Alamosa,USA,KALS,America/Denver,37.434898,-105.866997
7074,Canyonlands Field,Moab,USA,KCNY,America/Denver,38.75500107,-109.7549973
7075,Ely Airport Yelland Field,Ely,USA,KELY,America/Los_Angeles,39.29970169,-114.8420029
7076,Vernal Regional Airport,Vernal,USA,KVEL,America/Denver,40.4408989,-109.5100021
7077,Sierra Blanca Regional Airport,Ruidoso,USA,KSRR,America/Denver,33.46279907,-105.5350037
7078,Show Low Regional Airport,Show Low,USA,KSOW,America/Phoenix,34.26549912,-110.0059967
7079,McCall Municipal Airport,McCall,USA,KMYL,America/Denver,44.88970184,-116.1009979
7080,Lemhi County Airport,Salmon,USA,KSMN,America/Denver,45.12379837,-113.8809967
7081,Mammoth Yosemite Airport,Mammoth Lakes,USA,KMMH,America/Los_Angeles,37.62409973,-118.8379974
7082,Friday Harbor Airport,Friday Harbor,USA,KFHR,America/Los_Angeles,48.52199936,-123.0240021
7083,Orcas Island Airport,Eastsound,USA,KORS,America/Los_Angeles,48.70819855,-122.9100037
7085,Astoria Regional Airport,Astoria,USA,KAST,America/Los_Angeles,46.15800095,-123.8789978
7086,Newport Municipal Airport,Newport,USA,KONP,America/Los_Angeles,44.58039856,-124.0579987
7087,Emmonak Airport,Emmonak,USA,PAEM,America/Anchorage,62.78609848,-164.4909973
7088,Unalakleet Airport,Unalakleet,USA,PAUN,America/Anchorage,63.88840103,-160.798996
7089,Ugnu-Kuparuk Airport,Kuparuk,USA,PAKU,America/Anchorage,70.33080292,-149.5980072
7090,Shageluk Airport,Shageluk,USA,PAHX,America/Anchorage,62.69229889,-159.5690002
7092,Nuiqsut Airport,Nuiqsut,USA,PAQT,America/Anchorage,70.20999908,-151.0059967
7093,Eek Airport,Eek,USA,PAEE,America/Anchorage,60.21367264,-162.0438843
7094,Kasigluk Airport,Kasigluk,USA,PFKA,America/Anchorage,60.87440109,-162.5240021
7095,Kwethluk Airport,Kwethluk,USA,PFKW,America/Anchorage,60.79029846,-161.4440002
7096,Kwigillingok Airport,Kwigillingok,USA,PAGG,America/Anchorage,59.876499,-163.169005
7097,Marshall Don Hunter Sr Airport,Marshall,USA,PADM,America/Anchorage,61.86429977,-162.026001
7098,Russian Mission Airport,Russian Mission,USA,PARS,America/Anchorage,61.77888489,-161.319458
7101,Koliganek Airport,Koliganek,USA,PAJZ,America/Anchorage,59.72660065,-157.2590027
7103,Manokotak Airport,Manokotak,USA,PAMB,America/Anchorage,58.99020004,-159.0500031
7105,Chalkyitsik Airport,Chalkyitsik,USA,PACI,America/Anchorage,66.64499664,-143.7400055
7106,Eagle Airport,Eagle,USA,PAEG,America/Anchorage,64.77639771,-141.151001
7107,Hughes Airport,Hughes,USA,PAHU,America/Anchorage,66.04109955,-154.2630005
7108,Huslia Airport,Huslia,USA,PAHL,America/Anchorage,65.69789886,-156.3509979
7111,Nulato Airport,Nulato,USA,PANU,America/Anchorage,64.72930145,-158.0740051
7114,Venetie Airport,Venetie,USA,PAVE,America/Anchorage,67.00869751,-146.3659973
7115,Beaver Airport,Beaver,USA,PAWB,America/Anchorage,66.36219788,-147.4069977
7116,Central Airport,Central,USA,PACE,America/Anchorage,65.57379913,-144.7830048
7117,Shungnak Airport,Shungnak,USA,PAGH,America/Anchorage,66.88809967,-157.1620026
7120,Inyokern Airport,Inyokern,USA,KIYK,America/Los_Angeles,35.65879822,-117.8300018
7121,Visalia Municipal Airport,Visalia,USA,KVIS,America/Los_Angeles,36.31869888,-119.3929977
7122,Merced Regional Macready Field,Merced,USA,KMCE,America/Los_Angeles,37.28469849,-120.5139999
7126,Phoenix Goodyear Airport,Goodyear,USA,KGYR,America/Phoenix,33.42250061,-112.3759995
7135,Angoon Seaplane Base,Angoon,USA,PAGN,America/Anchorage,57.503601,-134.585007
7136,Elfin Cove Seaplane Base,Elfin Cove,USA,PAEL,America/Anchorage,58.19520187,-136.3470001
7140,Funter Bay Seaplane Base,Funter Bay,USA,PANR,America/Anchorage,58.25439835,-134.897995
7142,Hoonah Airport,Hoonah,USA,PAOH,America/Anchorage,58.0961,-135.410111
7143,Kake Airport,Kake,USA,PAFE,America/Anchorage,56.96139908,-133.9100037
7146,Metlakatla Seaplane Base,Metakatla,USA,PAMM,America/Anchorage,55.13100052,-131.5780029
7148,Hydaburg Seaplane Base,Hydaburg,USA,PAHY,America/Anchorage,55.20629883,-132.8280029
7154,Egegik Airport,Egegik,USA,PAII,America/Anchorage,58.1855011,-157.375
7157,Perryville Airport,Perryville,USA,PAPE,America/Anchorage,55.905998,-159.162993
7158,Pilot Point Airport,Pilot Point,USA,PAPN,America/Anchorage,57.58039856,-157.5720062
7159,South Naknek Nr 2 Airport,South Naknek,USA,PFWS,America/Anchorage,58.70339966,-157.0079956
7160,Akhiok Airport,Akhiok,USA,PAKH,America/Anchorage,56.93870163,-154.1829987
7161,Karluk Airport,Karluk,USA,PAKY,America/Anchorage,57.56710052,-154.4499969
7162,Larsen Bay Airport,Larsen Bay,USA,PALB,America/Anchorage,57.53509903,-153.9779968
7177,Ambler Airport,Ambler,USA,PAFM,America/Anchorage,67.10630035,-157.8569946
7178,Buckland Airport,Buckland,USA,PABL,America/Anchorage,65.9815979,-161.1490021
7179,Bob Baker Memorial Airport,Kiana,USA,PAIK,America/Anchorage,66.97599792,-160.4369965
7180,Kobuk Airport,Kobuk,USA,PAOB,America/Anchorage,66.91230011,-156.8970032
7181,Robert (Bob) Curtis Memorial Airport,Noorvik,USA,PFNO,America/Anchorage,66.81790161,-161.0189972
7182,Selawik Airport,Selawik,USA,PASK,America/Anchorage,66.60009766,-159.9859924
7183,Brevig Mission Airport,Brevig Mission,USA,PFKT,America/Anchorage,65.33129883,-166.4660034
